dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
1729688400,5,4112.24,59.9,132.98,0.07,14.54,87.14,115.66,22.55
1729692000,5,5500.79,112.65,137.09,0.0,15.5,110.07,142.89,29.13
1729695600,5,5874.63,123.38,131.61,0.0,15.14,130.52,167.98,30.91
1729699200,5,5874.63,119.81,132.98,0.0,17.17,146.92,188.93,36.48
1729702800,5,5661.01,109.97,130.24,0.0,20.5,155.69,201.76,46.61
1729706400,5,5233.76,96.56,123.38,0.0,20.74,152.21,199.1,50.66
1729710000,5,4592.9,78.68,117.9,0.0,18.12,138.48,183.04,47.62
1729713600,5,3898.62,57.22,108.3,0.0,15.26,125.22,166.87,43.06
1729717200,5,3231.05,35.76,95.96,0.0,12.28,113.22,152.88,38.0
1729720800,5,2563.48,18.1,78.83,0.04,7.87,99.85,135.79,26.85
1729724400,5,2002.72,6.26,62.38,0.66,5.3,86.94,118.34,18.24
1729728000,5,1602.17,1.47,48.67,4.52,4.35,76.62,104.52,13.3
1729731600,4,1348.5,0.35,39.76,13.59,4.53,66.38,91.6,11.27
1729735200,4,1588.82,3.97,51.41,5.23,5.96,64.89,90.0,14.44
1729738800,4,2216.34,28.16,57.58,4.07,7.75,69.31,95.47,17.99
1729742400,4,2670.29,47.39,58.26,10.91,9.42,74.12,101.33,20.01
1729746000,5,2803.8,48.73,65.12,20.56,10.13,78.27,106.4,21.28
1729749600,5,2510.07,30.85,70.6,46.49,10.01,81.03,108.69,20.77
1729753200,3,674.25,2.21,14.22,131.61,15.02,36.99,56.12,6.65
1729756800,4,567.44,1.13,9.0,148.77,12.16,37.96,57.61,5.38
1729760400,4,574.11,0.98,9.34,158.79,12.04,40.1,59.7,5.32
1729764000,4,807.76,1.48,19.36,164.51,10.25,48.6,66.26,8.11
1729767600,4,1081.47,1.52,33.24,157.36,8.94,57.34,74.22,10.77
1729771200,4,1321.79,0.55,50.72,131.61,9.18,60.52,78.03,12.03
1729774800,4,1949.31,0.01,89.11,75.1,9.42,66.96,86.22,15.07
1729778400,5,2510.07,0.25,122.01,26.11,9.54,76.01,98.19,18.75
1729782000,5,2670.29,1.4,124.75,10.01,9.18,83.6,108.69,20.77
1729785600,5,2777.1,2.71,120.64,5.14,9.06,91.08,118.62,21.79
1729789200,5,2803.8,2.85,115.16,4.47,8.94,96.11,125.98,22.04
1729792800,5,2670.29,2.6,108.3,4.78,8.11,93.77,124.58,21.03
1729796400,5,2296.45,0.79,91.85,11.0,6.62,80.82,109.53,17.99
1729800000,4,1762.39,0.02,66.49,28.61,5.48,66.56,92.38,15.07
1729803600,4,1321.79,0.0,42.5,47.21,4.95,54.82,78.2,13.17
1729807200,3,1068.12,0.0,29.82,52.93,4.47,48.44,70.3,13.05
1729810800,3,1028.06,0.0,27.08,45.42,4.17,49.04,70.44,14.19
1729814400,4,1054.76,0.0,27.76,36.84,4.29,50.87,72.16,15.33
1729818000,4,1228.33,0.15,36.33,21.28,4.89,54.68,76.55,16.97
1729821600,4,1842.5,11.96,52.78,1.88,6.68,64.44,88.98,20.27
1729825200,4,2616.88,45.15,56.89,5.36,8.46,70.26,96.67,21.79
1729828800,4,2403.26,38.44,58.95,20.56,9.3,59.59,84.48,18.49
1729832400,4,2109.53,27.05,58.95,43.27,9.66,53.25,77.09,16.97
1729836000,3,1628.88,13.3,48.67,85.83,9.89,47.41,69.63,14.69
1729839600,3,794.41,3.05,18.68,138.76,12.16,32.03,48.64,7.92
1729843200,4,734.33,1.87,14.39,163.08,11.32,37.48,52.93,7.66
1729846800,4,747.68,1.61,14.39,174.52,10.37,41.78,56.46,7.66
1729850400,4,1068.12,2.91,29.13,164.51,7.87,50.23,65.37,9.88
1729854000,4,1588.82,4.19,56.89,135.9,7.63,62.28,79.11,13.3
1729857600,5,2243.04,2.63,98.71,89.41,8.7,75.75,94.67,16.47
1729861200,5,3364.56,8.94,157.65,15.38,10.37,95.41,117.47,21.03
1729864800,5,4165.65,34.87,159.03,0.0,10.85,120.56,147.16,25.59
1729868400,5,4219.06,35.32,145.32,0.0,10.25,141.78,172.68,27.36
1729872000,5,4219.06,32.63,134.35,0.0,9.89,157.05,190.75,28.12
1729875600,5,4272.46,31.29,130.24,0.0,10.01,165.65,201.27,28.63
1729879200,5,4272.46,33.53,124.75,0.0,9.66,162.53,197.91,27.11
1729882800,5,3738.4,25.93,115.16,0.01,8.11,141.46,173.3,23.05
1729886400,5,2937.32,9.72,98.71,0.53,6.5,117.85,145.38,20.27
1729890000,5,2296.45,1.55,78.83,3.98,5.6,98.94,124.09,20.01
1729893600,5,1762.39,0.15,55.52,11.62,4.95,81.44,104.21,20.52
1729897200,4,1375.2,0.03,38.73,19.13,4.17,67.47,87.56,20.27
1729900800,4,1161.58,0.02,31.53,23.6,3.78,58.34,76.05,19.76
1729904400,4,1148.22,0.1,32.9,20.38,3.99,53.12,69.61,19.76
1729908000,4,1522.06,5.36,47.98,3.93,5.36,53.75,71.11,21.03
1729911600,4,2109.53,28.39,52.78,5.99,6.91,55.55,74.19,21.79
1729915200,3,2056.12,27.05,55.52,23.96,7.87,49.96,67.72,18.75
1729918800,3,1922.61,19.89,55.52,50.78,8.7,49.68,67.56,17.48
1729922400,3,1548.77,9.5,44.55,103.0,9.54,49.7,66.82,15.58
1729926000,4,794.41,1.77,14.22,164.51,12.16,36.35,48.98,8.87
1729929600,4,700.95,1.09,9.94,177.38,12.16,35.89,47.77,7.73
1729933200,4,667.57,0.96,9.68,177.38,12.64,34.83,46.13,7.09
1729936800,4,1281.74,3.69,37.36,157.36,10.13,50.64,64.38,12.03
1729940400,4,2136.23,5.98,76.77,121.59,9.06,73.63,90.87,17.99
1729944000,5,2990.72,4.75,128.87,57.22,9.66,93.48,113.74,22.29
1729947600,5,4058.84,16.76,171.36,1.99,11.44,115.73,138.96,26.85
1729951200,5,4539.49,35.32,164.51,0.0,12.52,135.18,161.15,30.4
1729954800,5,4325.87,33.97,150.8,0.0,12.52,144.1,171.63,31.41
1729958400,5,4165.65,30.4,143.95,0.0,15.26,145.44,174.2,37.49
1729962000,5,4058.84,22.35,146.69,0.03,18.6,142.39,172.3,45.6
1729965600,5,3952.03,16.54,148.06,0.1,19.79,133.37,163.16,49.65
1729969200,5,3578.19,9.28,143.95,0.52,19.31,120.55,148.59,50.66
1729972800,5,3231.05,4.14,130.24,1.45,18.12,109.37,136.02,51.17
1729976400,5,2803.8,1.96,108.3,2.12,16.21,96.14,122.04,48.64
1729980000,5,2269.74,0.95,79.51,4.07,12.64,79.4,103.08,41.04
1729983600,4,1842.5,0.29,61.69,8.05,11.21,68.52,89.43,38.0
1729987200,4,1682.28,0.27,56.89,9.83,11.56,65.69,85.35,41.04
1729990800,4,1789.09,1.62,63.06,4.69,13.59,69.45,90.22,48.64
1729994400,5,2456.67,20.56,71.29,0.49,17.4,82.97,108.17,58.77
1729998000,5,3845.21,70.63,79.51,4.52,21.46,103.74,134.83,65.86
1730001600,5,5126.95,108.18,95.96,9.57,19.55,125.31,162.34,55.73
1730005200,5,5447.39,93.88,126.12,22.89,17.4,141.95,182.95,45.6
1730008800,5,4966.74,49.17,149.43,65.8,15.26,153.78,194.02,34.96
1730012400,5,1695.63,5.76,48.67,174.52,25.99,82.14,104.24,14.19
1730016000,5,1201.63,2.49,28.79,217.44,32.42,74.25,92.98,10.77
1730019600,5,1028.06,1.51,21.93,234.6,36.72,69.0,86.32,10.01
1730023200,5,1575.47,3.24,53.47,194.55,36.24,76.78,95.27,13.17
1730026800,5,2750.4,4.86,115.16,117.3,33.38,96.55,118.07,18.49
1730030400,5,4058.84,10.28,183.7,23.6,31.95,111.95,137.9,23.05
1730034000,5,5340.58,44.26,194.67,0.05,30.99,123.27,156.71,26.09
1730037600,5,5447.39,54.99,161.77,0.0,23.84,118.61,159.33,26.6
1730041200,5,4379.27,38.0,119.27,0.0,15.5,110.96,151.42,27.87
1730044800,5,3044.13,12.29,94.59,0.55,9.66,112.52,147.34,27.87
1730048400,5,2616.88,6.2,87.05,1.65,7.99,119.22,153.65,27.87
1730052000,5,2590.18,7.93,86.37,1.06,7.63,118.92,155.56,27.36
1730055600,5,2429.96,6.87,82.25,1.16,6.74,108.92,145.22,24.32
1730059200,5,2109.53,3.46,71.29,2.66,6.5,98.95,134.44,23.81
1730062800,5,1762.39,0.64,56.21,9.12,6.5,92.05,126.6,24.83
1730066400,5,1482.01,0.04,40.78,21.64,6.5,87.58,120.39,24.57
1730070000,5,1308.44,0.0,31.19,33.62,6.74,85.46,116.76,23.56
1730073600,5,1241.68,0.0,28.79,38.27,6.97,84.02,114.27,22.04
1730077200,5,1348.5,0.02,35.3,32.19,7.33,82.91,112.93,21.28
1730080800,5,2082.82,7.82,65.8,4.69,9.54,90.51,122.86,24.57
1730084400,5,3578.19,54.09,85.0,2.17,12.99,107.51,143.7,29.39
1730088000,5,4432.68,77.78,100.08,9.39,14.66,115.62,153.44,29.64
1730091600,5,4112.24,58.11,105.56,25.39,13.83,112.22,149.46,26.85
1730095200,5,3070.83,23.02,90.48,73.67,12.4,103.21,136.25,22.04
1730098800,4,734.33,1.3,12.51,157.36,14.42,62.32,93.51,8.36
1730102400,4,547.41,0.68,7.37,153.06,12.52,54.04,87.94,6.27
1730106000,4,534.06,0.61,7.8,147.34,12.4,51.78,84.45,5.95
1730109600,4,1255.04,4.36,45.24,98.71,12.64,60.66,93.2,10.51
1730113200,5,2643.59,16.32,104.19,32.19,14.07,78.12,112.64,17.99
1730116800,5,4379.27,59.01,137.09,2.37,17.4,95.84,134.2,26.6
1730120400,5,6034.85,108.18,150.8,0.01,20.74,112.7,156.18,34.96
1730124000,5,5928.04,108.18,142.57,0.0,17.64,119.66,166.41,33.94
1730127600,5,4699.71,75.1,122.01,0.0,13.71,115.85,162.6,30.65
1730131200,5,3231.05,36.66,97.33,0.0,10.37,102.27,147.61,26.6
1730134800,5,2750.4,25.48,85.0,0.01,8.94,96.72,143.46,25.59
1730138400,5,2563.48,19.45,81.57,0.06,7.63,90.78,137.04,22.8
1730142000,4,2002.72,4.97,74.71,4.07,8.82,69.45,103.34,14.57
1730145600,3,1308.44,0.03,43.87,33.97,10.37,47.09,66.85,7.66
1730149200,3,767.71,0.0,17.31,77.96,10.73,34.04,45.97,4.31
1730152800,3,514.03,0.0,6.94,108.72,11.21,32.34,41.32,2.91
1730156400,3,520.71,0.0,6.68,105.86,12.28,35.15,42.99,3.13
1730160000,3,567.44,0.0,8.4,104.43,13.95,39.0,46.55,3.48
1730163600,3,687.6,0.0,13.71,98.71,17.17,44.34,52.41,4.02
1730167200,4,1081.47,0.0,34.27,71.53,21.46,52.44,62.26,5.57
1730170800,4,1735.69,1.01,69.23,31.83,25.27,59.29,70.38,7.16
1730174400,4,2056.12,6.37,76.09,23.25,25.03,59.41,70.41,7.47
1730178000,4,2056.12,9.05,68.55,34.69,23.13,60.55,72.16,7.41
1730181600,4,1668.93,5.64,51.41,64.37,23.6,63.6,77.04,6.46
1730185200,4,1094.82,2.26,29.13,115.87,29.33,65.69,80.26,4.43
1730188800,4,1068.12,2.18,26.73,131.61,33.38,67.93,81.77,4.5
1730192400,4,1121.52,2.24,28.79,134.47,33.86,65.63,78.62,5.07
1730196000,4,1348.5,2.49,38.39,121.59,29.8,63.16,75.92,6.52
1730199600,4,1615.52,1.96,52.78,98.71,22.41,59.62,72.19,8.11
1730203200,4,1949.31,0.57,73.34,65.8,15.74,54.66,67.05,9.37
1730206800,4,3204.35,17.21,119.27,8.94,11.8,63.62,78.79,13.05
1730210400,5,4699.71,74.21,120.64,0.0,11.32,85.53,107.11,16.72
1730214000,5,5447.39,107.29,116.53,0.0,11.8,109.13,137.81,20.01
1730217600,5,5607.6,114.44,112.41,0.0,12.28,126.74,161.94,24.32
1730221200,5,5393.98,107.29,108.3,0.0,12.76,137.78,177.98,29.13
1730224800,5,5073.55,95.67,108.3,0.0,12.64,140.0,182.39,32.17
1730228400,5,4539.49,78.68,104.19,0.0,10.97,129.39,168.89,29.89
1730232000,5,3898.62,58.11,90.48,0.0,8.7,117.68,153.81,24.57
1730235600,5,3177.64,36.66,75.4,0.0,6.74,103.66,137.25,20.01
1730239200,5,2429.96,17.21,61.69,0.08,5.42,87.86,118.13,16.72
1730242800,4,1869.2,4.69,51.41,1.72,5.13,73.49,99.36,14.57
1730246400,4,1508.71,0.8,41.81,7.96,5.48,63.07,84.87,13.17
1730250000,4,1455.31,1.03,40.78,8.67,5.36,59.03,80.13,13.68
1730253600,4,1949.31,13.3,51.41,0.87,6.38,63.93,87.08,15.83
1730257200,4,2510.07,36.66,56.89,2.57,7.51,65.1,87.6,16.21
1730260800,4,2216.34,29.5,55.52,15.02,8.23,56.55,76.38,13.93
1730264400,4,2162.93,26.15,54.15,30.76,8.94,56.94,77.06,14.19
1730268000,4,1922.61,16.32,50.72,60.8,9.3,57.46,77.41,13.55
1730271600,3,1134.87,4.25,25.7,125.89,13.71,43.6,57.49,9.12
1730275200,4,961.3,2.24,18.34,155.93,15.14,44.05,55.72,7.92
1730278800,4,894.55,1.61,16.45,170.23,17.4,45.86,56.83,7.47
1730282400,4,1134.87,2.29,28.1,157.36,12.16,52.76,64.54,9.63
1730286000,4,1508.71,2.6,48.67,125.89,7.99,61.37,74.55,12.41
1730289600,4,1922.61,0.87,76.09,87.98,7.99,68.75,83.53,14.44
1730293200,5,2964.02,5.53,130.24,21.1,8.82,83.02,100.68,18.75
1730296800,5,4005.43,37.1,137.09,0.01,9.54,104.14,126.68,22.29
1730300400,5,4379.27,55.88,126.12,0.0,9.66,121.59,149.23,22.04
1730304000,5,4539.49,64.37,120.64,0.0,9.89,136.95,169.37,22.04
1730307600,5,4592.9,65.27,119.27,0.0,10.13,144.67,181.3,24.32
1730311200,5,4432.68,62.58,115.16,0.0,10.01,139.03,177.95,25.84
1730314800,5,3845.21,49.17,108.3,0.0,8.34,118.78,155.31,23.31
1730318400,5,3124.24,30.85,95.96,0.0,6.32,97.8,130.32,19.0
1730322000,5,2483.37,14.75,80.88,0.12,5.07,80.68,109.54,16.97
1730325600,4,1842.5,3.55,61.69,2.44,4.29,63.42,88.25,16.21
1730329200,4,1388.55,0.39,42.84,9.66,4.11,51.25,71.95,16.72
1730332800,3,1188.28,0.22,33.24,13.77,4.23,45.3,63.32,16.72
1730336400,3,1228.33,1.17,35.99,7.96,4.77,43.89,60.75,17.23
1730340000,3,1762.39,17.43,43.87,0.43,6.5,49.27,67.38,20.01
1730343600,4,2536.77,51.41,47.3,3.26,8.23,53.57,72.61,21.28
1730347200,3,2510.07,52.3,51.41,12.34,8.7,47.38,65.08,19.0
1730350800,3,2323.15,40.68,54.84,26.46,8.82,44.97,62.64,17.73
1730354400,3,1815.8,20.79,51.41,60.08,8.58,41.46,57.91,14.95
1730358000,3,894.55,4.3,22.62,123.02,9.89,29.83,41.28,8.99
1730361600,4,854.49,2.63,18.34,155.93,9.89,38.9,50.58,9.37
1730365200,4,894.55,2.26,19.54,170.23,10.13,46.94,58.91,9.88
1730368800,4,1094.82,2.79,29.13,165.94,8.7,55.81,68.83,11.15
1730372400,4,1455.31,2.96,47.3,151.63,8.34,69.73,84.72,13.55
1730376000,5,1869.2,1.22,74.03,121.59,8.7,82.51,99.37,15.45
1730379600,5,2883.91,0.55,131.61,45.42,9.3,103.15,122.86,19.25
1730383200,5,3738.4,13.3,154.91,1.15,9.78,127.69,151.59,23.56
1730386800,5,3845.21,22.58,138.46,0.04,9.54,147.07,174.64,24.83
1730390400,5,3845.21,23.69,127.49,0.02,9.42,157.92,187.7,25.33
1730394000,5,3631.59,19.89,116.53,0.05,8.94,154.97,185.5,24.83
1730397600,5,3257.75,15.87,105.56,0.12,7.99,140.12,169.43,23.05
1730401200,5,2696.99,8.83,93.22,0.69,6.32,116.64,141.78,19.51
1730404800,5,2216.34,2.79,79.51,3.49,5.19,99.47,121.45,17.99
1730408400,5,1869.2,0.44,63.06,9.83,4.59,87.06,106.99,17.48
1730412000,4,1522.06,0.08,45.93,17.34,4.11,74.07,92.14,16.97
1730415600,4,1268.39,0.03,34.96,21.82,3.99,62.67,79.11,16.72
1730419200,4,1161.58,0.07,31.87,20.74,4.23,55.7,71.04,17.23
1730422800,4,1321.79,1.02,39.41,9.57,5.48,56.01,72.22,18.49
1730426400,4,2082.82,21.46,49.35,0.35,8.23,68.75,89.61,23.05
1730430000,5,3311.16,70.63,54.15,2.95,10.97,84.9,110.82,26.85
1730433600,5,4219.06,105.5,62.38,7.51,12.87,98.71,127.95,28.37
1730437200,5,4112.24,91.2,76.09,16.45,12.87,103.46,133.16,26.35
1730440800,5,3284.45,49.62,84.31,41.48,11.56,101.99,129.21,21.53
1730444400,4,1361.85,6.31,34.96,137.33,14.66,71.26,86.56,11.65
1730448000,5,1268.39,2.88,23.99,185.97,15.5,87.21,102.66,11.27
1730451600,5,1361.85,2.54,26.73,208.85,16.93,100.33,116.41,11.91
1730455200,5,2269.74,7.38,69.23,157.36,15.14,128.46,148.5,16.21
1730458800,5,3524.78,14.75,127.49,75.82,14.19,163.12,188.41,21.79
1730462400,5,4859.92,40.68,169.99,9.48,15.97,187.59,216.89,27.61
1730466000,5,6782.53,109.08,200.15,0.01,24.32,219.26,253.86,42.56
1730469600,5,8438.11,157.36,246.76,0.0,33.86,254.3,295.59,60.29
1730473200,5,9506.23,184.18,285.15,0.0,41.96,289.32,337.22,76.0
1730476800,5,10787.96,196.7,331.76,0.0,49.11,326.43,383.26,91.2
1730480400,5,11215.21,180.6,356.44,0.0,52.45,346.83,413.03,99.3
1730484000,5,10360.72,146.63,326.28,0.0,49.11,335.31,408.55,96.26
1730487600,5,8972.17,111.76,282.41,0.0,43.87,304.95,378.83,86.13
1730491200,5,7476.81,74.21,238.54,0.0,37.67,274.53,346.37,76.0
1730494800,5,5874.63,42.92,191.93,0.0,30.99,246.62,314.58,65.86
1730498400,5,4699.71,21.9,150.8,0.01,26.23,221.81,283.16,56.74
1730502000,5,3952.03,11.18,126.12,0.09,24.08,204.07,257.99,52.18
1730505600,5,3631.59,7.82,113.79,0.2,23.84,192.54,240.46,51.68
1730509200,5,3417.97,8.61,105.56,0.34,23.84,178.89,221.83,52.69
1730512800,5,3791.81,28.39,100.08,0.07,25.99,174.14,215.39,56.24
1730516400,5,4913.33,80.47,94.59,3.22,28.85,179.79,221.24,59.78
1730520000,5,6195.07,130.53,93.22,7.96,25.27,197.77,241.2,50.66
1730523600,5,6835.94,139.47,112.41,14.66,22.41,216.59,260.55,41.54
1730527200,5,6622.31,99.24,143.95,32.9,20.03,224.14,263.56,31.66
1730530800,5,2002.72,10.06,56.21,133.04,26.46,92.02,107.81,10.01
1730534400,5,1468.66,4.81,37.36,171.66,26.46,82.11,96.03,8.11
1730538000,5,1321.79,3.13,31.19,191.69,29.33,81.96,95.65,7.98
1730541600,5,1869.2,5.7,57.58,154.5,25.51,94.6,110.39,11.91
1730545200,5,2990.72,11.06,112.41,85.83,22.65,125.44,145.48,19.25
1730548800,5,4486.08,29.95,178.22,14.66,27.18,155.03,179.2,29.89
1730552400,5,6835.94,83.15,233.05,0.02,38.15,193.71,223.46,43.06
1730556000,5,8651.73,104.61,287.89,0.0,49.11,238.03,274.3,53.7
1730559600,5,9185.79,94.77,304.34,0.0,56.27,277.65,320.74,60.29
1730563200,5,8331.3,65.27,271.44,0.0,56.27,294.73,345.09,59.78
1730566800,5,6515.5,41.57,200.15,0.0,46.25,283.8,340.27,53.2
1730570400,5,5020.14,29.5,139.83,0.01,32.9,254.43,312.79,43.06
1730574000,5,3952.03,17.43,108.3,0.11,22.17,218.51,273.35,33.44
1730577600,5,3044.13,4.81,85.68,2.73,16.45,183.12,232.75,28.37
1730581200,5,2296.45,0.09,58.26,20.38,14.19,155.82,198.43,26.6
1730584800,5,1815.8,0.0,37.01,47.21,14.42,140.71,176.84,24.83
1730588400,5,1588.82,0.0,27.76,65.8,15.74,134.88,166.18,24.57
1730592000,5,1522.06,0.0,26.73,71.53,16.69,132.55,161.75,26.6
1730595600,5,1602.17,0.0,33.24,65.09,17.17,131.03,159.42,28.88
1730599200,5,2243.04,0.44,66.49,27.18,18.12,144.46,174.99,30.91
1730602800,5,3471.37,27.49,90.48,5.68,19.55,169.37,202.58,31.41
1730606400,5,4379.27,55.43,94.59,14.84,20.03,188.82,222.94,28.88
1730610000,5,4699.71,54.99,104.19,29.68,20.74,203.39,237.21,25.59
1730613600,5,4539.49,34.87,115.16,63.66,21.7,219.8,252.0,21.28
1730617200,5,1789.09,4.64,45.93,197.41,70.57,154.37,174.23,6.84
1730620800,5,1348.5,2.74,31.87,226.02,74.39,143.25,160.61,4.88
1730624400,5,1255.04,1.98,28.1,240.33,69.62,136.82,153.25,4.94
1730628000,5,1869.2,3.97,56.21,188.83,45.78,150.59,169.12,10.01
1730631600,5,2857.21,6.43,101.45,110.15,25.27,178.52,200.59,16.21
1730635200,5,3791.81,7.38,156.28,28.97,20.27,196.55,221.47,23.31
1730638800,5,4913.33,37.55,178.22,0.05,21.93,211.14,239.09,32.42
1730642400,5,5447.39,57.22,174.11,0.0,21.93,223.69,255.3,38.0
1730646000,5,5393.98,58.11,163.14,0.0,20.27,229.67,264.75,39.01
1730649600,5,5287.17,53.2,161.77,0.0,22.65,232.88,272.1,46.1
1730653200,5,5073.55,43.81,157.65,0.0,24.8,225.58,267.91,53.2
1730656800,5,4646.3,33.97,146.69,0.0,23.84,206.65,249.91,53.2
1730660400,5,4165.65,25.26,137.09,0.01,21.7,184.12,224.47,50.16
1730664000,5,3685.0,16.09,126.12,0.08,20.5,168.09,206.23,48.13
1730667600,5,3204.35,7.6,109.67,0.52,19.31,155.15,192.18,46.1
1730671200,5,2616.88,2.29,85.68,2.57,15.97,140.65,175.07,40.02
1730674800,5,2136.23,0.8,63.06,5.32,12.16,128.79,160.29,31.92
1730678400,5,1895.9,0.86,50.04,6.17,9.42,120.71,149.83,25.59
1730682000,5,1842.5,3.1,45.93,2.86,7.45,112.45,140.34,20.27
1730685600,5,2323.15,19.45,49.35,0.15,7.99,114.05,143.23,21.28
1730689200,5,3124.24,52.3,56.21,2.53,9.3,118.17,148.57,23.05
1730692800,5,3231.05,59.9,60.32,10.55,10.13,112.92,141.04,21.53
1730696400,5,3044.13,48.73,66.49,23.96,10.73,111.85,139.57,20.27
1730700000,5,2590.18,27.94,67.17,52.21,10.97,112.98,140.0,17.99
1730703600,5,1174.93,4.14,26.05,138.76,14.9,85.83,104.36,10.13
1730707200,5,1068.12,2.26,19.02,170.23,15.26,95.24,113.65,9.75
1730710800,5,1108.17,1.96,20.05,183.11,15.5,104.45,123.33,9.63
1730714400,5,1842.5,5.7,54.15,138.76,12.76,131.03,153.86,14.06
1730718000,5,2910.61,11.4,104.19,71.53,12.87,166.34,194.52,20.27
1730721600,5,4219.06,34.42,150.8,9.92,16.93,194.14,226.87,28.88
1730725200,5,6301.88,101.03,186.44,0.01,25.99,228.56,267.11,44.58
1730728800,5,8117.68,146.63,235.8,0.0,35.29,267.82,313.41,61.81
1730732400,5,9506.23,169.87,274.18,0.0,43.39,307.49,361.23,78.02
1730736000,5,10574.34,169.87,312.57,0.0,50.07,346.64,410.1,93.22
1730739600,5,10574.34,139.47,320.79,0.0,50.54,357.86,430.11,100.31
1730743200,5,8865.36,102.82,274.18,0.0,43.87,326.5,402.65,90.18
1730746800,5,6835.94,68.84,205.64,0.0,33.86,275.2,347.85,68.9
1730750400,5,4966.74,38.44,146.69,0.0,24.56,233.26,301.64,50.66
1730754000,5,3471.37,14.98,98.71,0.13,16.93,203.73,265.62,36.48
1730757600,5,2563.48,2.91,64.43,3.22,12.52,184.76,238.03,26.35
1730761200,5,2109.53,0.18,42.84,14.13,11.09,173.66,219.89,22.29
1730764800,5,1922.61,0.03,34.62,23.96,10.97,166.62,208.17,21.79
1730768400,5,1949.31,0.08,39.76,23.6,11.44,160.83,199.08,23.31
1730772000,5,2830.51,16.09,66.49,2.08,14.66,175.34,216.36,30.4
1730775600,5,4913.33,87.62,82.25,1.35,19.07,212.62,260.16,39.01
1730779200,5,7049.56,157.36,100.08,5.01,21.93,250.85,305.43,43.57
1730782800,5,8224.49,175.24,127.49,10.37,22.89,280.08,340.31,43.57
1730786400,5,8438.11,137.69,172.73,23.6,23.37,300.66,361.55,38.5
1730790000,5,1735.69,5.64,47.98,164.51,44.82,121.92,146.05,8.99
1730793600,5,1121.52,2.29,24.33,185.97,41.96,100.58,122.85,7.03
1730797200,5,1041.41,1.56,20.91,191.69,40.53,96.67,119.12,7.28
1730800800,5,2029.42,5.48,75.4,145.91,45.3,123.63,149.51,14.06
1730804400,5,3952.03,14.75,180.96,61.51,59.13,168.86,200.33,27.87
1730808000,5,6141.66,54.09,265.96,5.05,74.39,209.81,245.58,41.54
1730811600,5,8544.92,119.81,312.57,0.08,90.6,254.59,295.37,53.2
1730815200,5,9933.47,144.84,331.76,0.0,98.23,303.41,350.7,62.32
1730818800,5,10360.72,135.9,331.76,0.0,97.27,345.9,400.53,72.96
1730822400,5,10360.72,121.59,320.79,0.0,86.78,371.23,435.46,82.08
1730826000,5,9613.04,108.18,282.41,0.0,71.53,369.7,443.88,87.14
1730829600,5,8438.11,96.56,233.05,0.0,57.22,352.34,431.75,83.09
1730833200,5,7583.62,87.62,200.15,0.0,49.11,330.15,408.34,77.01
1730836800,5,6729.13,73.31,180.96,0.0,44.82,310.7,384.82,72.96
1730840400,5,5821.23,53.2,154.91,0.0,40.53,292.73,360.86,66.88
1730844000,5,4859.92,29.95,130.24,0.01,36.72,281.3,338.77,56.24
1730847600,5,4005.43,9.5,106.93,0.67,31.95,275.0,320.59,43.57
1730851200,5,3204.35,1.19,79.51,6.26,24.56,260.69,297.26,32.93
1730854800,5,2723.69,1.16,59.63,7.33,12.04,234.39,265.66,14.57
1730858400,5,2937.32,15.42,59.63,0.47,8.82,208.99,240.61,13.93
1730862000,5,3578.19,48.73,64.43,2.21,9.54,188.21,221.52,17.73
1730865600,5,3471.37,51.41,69.23,11.8,10.25,155.71,186.52,18.49
1730869200,5,3364.56,46.94,73.34,23.6,11.21,141.89,172.87,19.25
1730872800,5,2937.32,29.95,74.03,46.49,12.04,131.17,161.52,17.73
1730876400,5,1295.09,4.53,30.85,131.61,19.31,98.72,123.79,9.12
1730880000,5,1094.82,2.32,21.59,161.65,22.65,106.3,132.18,8.11
1730883600,5,1108.17,1.84,22.28,174.52,27.66,117.08,144.37,8.36
1730887200,5,2029.42,5.31,66.49,131.61,25.51,149.91,181.38,14.95
1730890800,5,3524.78,12.29,139.83,55.79,25.51,192.91,229.97,27.11
1730894400,5,5287.17,54.09,186.44,3.58,30.04,225.69,267.4,40.02
1730898000,5,7690.43,135.9,230.31,0.0,38.62,257.85,304.46,53.7
1730901600,5,9292.6,187.75,268.7,0.0,44.82,287.15,339.81,64.34
1730905200,5,9719.85,196.7,276.92,0.0,47.68,309.36,368.54,71.94
1730908800,5,9719.85,173.45,276.92,0.0,49.11,328.23,394.51,78.02
1730912400,5,9292.6,135.9,265.96,0.0,48.16,336.65,410.38,82.08
1730916000,5,8544.92,110.86,241.28,0.0,44.82,329.53,406.98,81.06
1730919600,5,7904.05,100.14,222.09,0.0,41.96,317.96,394.83,77.01
1730923200,5,7263.18,83.15,202.89,0.0,39.1,307.76,385.91,74.98
1730926800,5,6195.07,59.01,175.48,0.0,33.86,294.28,374.18,68.9
1730930400,5,5180.36,38.44,145.32,0.0,29.56,278.71,355.93,62.82
1730934000,5,4646.3,27.72,128.87,0.0,28.37,270.23,342.67,61.3
1730937600,5,4539.49,25.48,122.01,0.0,29.56,271.89,340.49,64.85
1730941200,5,4539.49,28.61,116.53,0.0,30.99,273.11,340.2,68.9
